Brass,Airways,Not_Fragile,Not_Remote_Location,Working Class,Installation_Not_Included,International_Shipment,Express_Shipment,OH
Brass,Roadways,Not_Fragile,Not_Remote_Location,Working Class,Installation_Not_Included,Not_International_Shipment,Not_Express_Shipment,WY
Clay,Roadways,Fragile,Remote_Location,Working Class,Installation_Not_Included,Not_International_Shipment,Not_Express_Shipment,WA
Aluminium,Roadways,Not_Fragile,Remote_Location,Wealthy,Installation_Not_Included,Not_International_Shipment,Not_Express_Shipment,KY
Aluminium,Airways,Not_Fragile,Not_Remote_Location,Working Class,Installation_Included,International_Shipment,Express_Shipment,PA
Wood,Roadways,Not_Fragile,Not_Remote_Location,Wealthy,Installation_Not_Included,Not_International_Shipment,Express_Shipment,AL
Brass,Roadways,Not_Fragile,Not_Remote_Location,Working Class,Installation_Not_Included,Not_International_Shipment,Express_Shipment,WV
Clay,Waterways,Fragile,Not_Remote_Location,Wealthy,Installation_Not_Included,International_Shipment,Not_Express_Shipment,CA
Clay,Waterways,Fragile,Remote_Location,Working Class,Installation_Not_Included,International_Shipment,Not_Express_Shipment,ND
Marble,Roadways,Not_Fragile,Not_Remote_Location,Working Class,Installation_Not_Included,Not_International_Shipment,Not_Express_Shipment,WV
Bronze,Roadways,Not_Fragile,Not_Remote_Location,Working Class,Installation_Included,Not_International_Shipment,Not_Express_Shipment,GA
Stone,Airways,Not_Fragile,Not_Remote_Location,Working Class,Installation_Included,Not_International_Shipment,Not_Express_Shipment,WA
Bronze,Airways,Not_Fragile,Not_Remote_Location,Working Class,Installation_Not_Included,Not_International_Shipment,Express_Shipment,DC
Wood,Roadways,Not_Fragile,Not_Remote_Location,Working Class,Installation_Included,Not_International_Shipment,Express_Shipment,WA
Brass,Waterways,Not_Fragile,Not_Remote_Location,Working Class,Installation_Included,International_Shipment,Not_Express_Shipment,TX
Stone,Roadways,Not_Fragile,Remote_Location,Working Class,Installation_Included,Not_International_Shipment,Not_Express_Shipment,CO
Stone,Waterways,Not_Fragile,Not_Remote_Location,Working Class,Installation_Not_Included,International_Shipment,Not_Express_Shipment,WY
Marble,Roadways,Fragile,Not_Remote_Location,Working Class,Installation_Not_Included,Not_International_Shipment,Not_Express_Shipment,nan
Bronze,Roadways,Not_Fragile,Not_Remote_Location,Wealthy,Installation_Not_Included,Not_International_Shipment,Express_Shipment,OR
Stone,Roadways,Not_Fragile,Not_Remote_Location,Wealthy,Installation_Included,Not_International_Shipment,Not_Express_Shipment,nan
Material_NA,Roadways,Not_Fragile,Not_Remote_Location,Wealthy,Installation_Not_Included,Not_International_Shipment,Express_Shipment,MI
Marble,Waterways,Not_Fragile,Not_Remote_Location,Working Class,Installation_Included,International_Shipment,Not_Express_Shipment,WY
Aluminium,Roadways,Not_Fragile,Not_Remote_Location,Working Class,Installation_Not_Included,Not_International_Shipment,Not_Express_Shipment,nan
Stone,Airways,Not_Fragile,Not_Remote_Location,Working Class,Installation_Included,International_Shipment,Express_Shipment,NM
Marble,Waterways,Not_Fragile,Not_Remote_Location,Working Class,Installation_Not_Included,International_Shipment,Not_Express_Shipment,AR
Material_NA,Waterways,Not_Fragile,Not_Remote_Location,Working Class,Installation_Not_Included,International_Shipment,Not_Express_Shipment,nan
Brass,Waterways,Not_Fragile,Remote_Location,Working Class,Installation_Not_Included,Not_International_Shipment,Not_Express_Shipment,VT
Aluminium,Roadways,Not_Fragile,Not_Remote_Location,Working Class,Installation_Included,Not_International_Shipment,Not_Express_Shipment,IA
Material_NA,Roadways,Not_Fragile,Remote_Location,Wealthy,Installation_Included,Not_International_Shipment,Not_Express_Shipment,MN
Wood,Roadways,Not_Fragile,Not_Remote_Location,Wealthy,Installation_Not_Included,Not_International_Shipment,Not_Express_Shipment,CO
Marble,Airways,Not_Fragile,Not_Remote_Location,Working Class,Installation_Not_Included,Not_International_Shipment,Express_Shipment,NH
Marble,Airways,Not_Fragile,Not_Remote_Location,Wealthy,Installation_Included,International_Shipment,Express_Shipment,SC
Aluminium,Airways,Not_Fragile,Not_Remote_Location,Working Class,Installation_Included,Not_International_Shipment,Not_Express_Shipment,nan
Material_NA,Roadways,Fragile,Not_Remote_Location,Wealthy,Installation_Not_Included,Not_International_Shipment,Not_Express_Shipment,nan
Material_NA,Waterways,Not_Fragile,Not_Remote_Location,Working Class,Installation_Not_Included,International_Shipment,Not_Express_Shipment,WV
Clay,Waterways,Fragile,Not_Remote_Location,Working Class,Installation_Not_Included,International_Shipment,Not_Express_Shipment,OK
Aluminium,Airways,Not_Fragile,Remote_Location,Wealthy,Installation_Not_Included,International_Shipment,Not_Express_Shipment,WV
Wood,Roadways,Not_Fragile,Not_Remote_Location,Working Class,Installation_Included,Not_International_Shipment,Not_Express_Shipment,nan
Brass,Waterways,Not_Fragile,Not_Remote_Location,Working Class,Installation_Included,International_Shipment,Not_Express_Shipment,nan
Clay,Roadways,Fragile,Not_Remote_Location,Working Class,Installation_Not_Included,Not_International_Shipment,Not_Express_Shipment,HI
Bronze,Airways,Not_Fragile,Not_Remote_Location,Working Class,Installation_Not_Included,International_Shipment,Not_Express_Shipment,nan
Aluminium,Roadways,Not_Fragile,Remote_Location,Working Class,Installation_Not_Included,Not_International_Shipment,Not_Express_Shipment,RI
Brass,Waterways,Not_Fragile,Not_Remote_Location,Working Class,Installation_Included,International_Shipment,Not_Express_Shipment,LA
Material_NA,Roadways,Not_Fragile,Not_Remote_Location,Wealthy,Installation_Included,Not_International_Shipment,Not_Express_Shipment,AR
Bronze,Roadways,Not_Fragile,Remote_Location,Working Class,Installation_Not_Included,Not_International_Shipment,Not_Express_Shipment,DE
Brass,Roadways,Not_Fragile,Not_Remote_Location,Working Class,Installation_Included,Not_International_Shipment,Not_Express_Shipment,nan
Clay,Roadways,Fragile,Remote_Location,Working Class,Installation_Included,Not_International_Shipment,Not_Express_Shipment,ID
Clay,Roadways,Fragile,Not_Remote_Location,Wealthy,Installation_Not_Included,Not_International_Shipment,Not_Express_Shipment,CT
Material_NA,Airways,Not_Fragile,Not_Remote_Location,Working Class,Installation_Not_Included,International_Shipment,Not_Express_Shipment,MS
Clay,Airways,Fragile,Not_Remote_Location,Wealthy,Installation_Included,Not_International_Shipment,Not_Express_Shipment,CO
Aluminium,Roadways,Not_Fragile,Not_Remote_Location,Working Class,Installation_Not_Included,Not_International_Shipment,Not_Express_Shipment,ND
Marble,Roadways,Not_Fragile,Not_Remote_Location,Working Class,Installation_Included,Not_International_Shipment,Not_Express_Shipment,nan
Brass,Airways,Not_Fragile,Remote_Location,Wealthy,Installation_Not_Included,International_Shipment,Express_Shipment,WY
Stone,Waterways,Not_Fragile,Not_Remote_Location,Working Class,Installation_Not_Included,International_Shipment,Not_Express_Shipment,IA
Clay,Waterways,Fragile,Not_Remote_Location,Wealthy,Installation_Not_Included,International_Shipment,Not_Express_Shipment,FL
Aluminium,Roadways,Not_Fragile,Remote_Location,Working Class,Installation_Included,Not_International_Shipment,Not_Express_Shipment,nan
Bronze,Airways,Not_Fragile,Not_Remote_Location,Working Class,Installation_Included,Not_International_Shipment,Not_Express_Shipment,VA
Wood,Waterways,Not_Fragile,Not_Remote_Location,Working Class,Installation_Included,International_Shipment,Not_Express_Shipment,SC
Stone,Roadways,Not_Fragile,Not_Remote_Location,Wealthy,Installation_Included,International_Shipment,Express_Shipment,WA
Stone,Airways,Not_Fragile,Not_Remote_Location,Wealthy,Installation_Not_Included,Not_International_Shipment,Express_Shipment,NH
Brass,Roadways,Not_Fragile,Not_Remote_Location,Working Class,Installation_Included,Not_International_Shipment,Not_Express_Shipment,VT
Stone,Airways,Not_Fragile,Remote_Location,Working Class,Installation_Not_Included,Not_International_Shipment,Express_Shipment,MA
Aluminium,Roadways,Not_Fragile,Not_Remote_Location,Working Class,Installation_Included,Not_International_Shipment,Express_Shipment,KS
Marble,Airways,Not_Fragile,Remote_Location,Wealthy,Installation_Included,International_Shipment,Express_Shipment,KY
Aluminium,Roadways,Not_Fragile,Remote_Location,Working Class,Installation_Not_Included,Not_International_Shipment,Not_Express_Shipment,WA
Stone,Waterways,Not_Fragile,Not_Remote_Location,Working Class,Installation_Included,International_Shipment,Not_Express_Shipment,WV
Stone,Roadways,Not_Fragile,Not_Remote_Location,Working Class,Installation_Not_Included,Not_International_Shipment,Not_Express_Shipment,ME
Material_NA,Waterways,Not_Fragile,Not_Remote_Location,Working Class,Installation_Not_Included,International_Shipment,Not_Express_Shipment,nan
Stone,Waterways,Not_Fragile,Remote_Location,Working Class,Installation_Not_Included,International_Shipment,Not_Express_Shipment,NC
Aluminium,Airways,Not_Fragile,Not_Remote_Location,Working Class,Installation_Included,Not_International_Shipment,Express_Shipment,NV
Brass,Airways,Not_Fragile,Not_Remote_Location,Working Class,Installation_Not_Included,International_Shipment,Express_Shipment,MD
Marble,Airways,Not_Fragile,Not_Remote_Location,Working Class,Installation_Not_Included,Not_International_Shipment,Not_Express_Shipment,IA
Clay,Airways,Fragile,Not_Remote_Location,Working Class,Installation_Included,Not_International_Shipment,Not_Express_Shipment,ME
Brass,Roadways,Not_Fragile,Not_Remote_Location,Working Class,Installation_Not_Included,Not_International_Shipment,Not_Express_Shipment,NH
Stone,Roadways,Not_Fragile,Not_Remote_Location,Working Class,Installation_Included,Not_International_Shipment,Not_Express_Shipment,SD
Material_NA,Airways,Not_Fragile,Not_Remote_Location,Wealthy,Installation_Included,Not_International_Shipment,Express_Shipment,WA
Bronze,Roadways,Not_Fragile,Not_Remote_Location,Working Class,Installation_Not_Included,Not_International_Shipment,Not_Express_Shipment,HI
Clay,Roadways,Fragile,Not_Remote_Location,Working Class,Installation_Not_Included,Not_International_Shipment,Not_Express_Shipment,nan
Brass,Roadways,Not_Fragile,Not_Remote_Location,Working Class,Installation_Included,Not_International_Shipment,Not_Express_Shipment,NH
